utt_keys,utterance,emotion,v,a,d,emo_evo,start,end
Ses05F_script03_2_M013,,ang,2,4,4.5,"[['fru', 'ang'], ['ang'], ['oth']]",77.66,82.93
Ses05F_script03_2_F013,,xxx,2.5,2.5,3,"[['fru'], ['ang'], ['oth']]",85.36,87.45
Ses05F_script03_2_M014,,ang,2,3.5,4.5,"[['ang'], ['ang'], ['oth']]",86.69,88.53
Ses05F_script03_2_M015,,xxx,3,3.5,3,"[['fru'], ['neu'], ['oth']]",94.79,97.28
Ses05F_script03_2_F014,,neu,2.5,2.5,3.5,"[['fru'], ['neu'], ['neu']]",96.47,99.77
Ses05F_script03_2_M016,,ang,2.5,3.5,3.5,"[['ang'], ['ang'], ['neu']]",99.41,102.28
Ses05F_script03_2_F015,,xxx,2.5,3.5,3.5,"[['fru'], ['ang'], ['neu']]",107.35,111.38
Ses05F_script03_2_M017,,xxx,3.5,3.5,3.5,"[['fru'], ['ang'], ['neu']]",110.43,113.45
Ses05F_script03_2_F016,,xxx,2.5,2.5,3,"[['fru'], ['ang'], ['oth']]",113.08,114.9
Ses05F_script03_2_M018,,fru,4,3,3.5,"[['fru'], ['ang'], ['fru']]",113.96,115.75
Ses05F_script03_2_F017,,xxx,1.5,2.5,3,"[['ang'], ['fru'], ['oth']]",115.82,117.97
Ses05F_script03_2_M019,,ang,2,3.5,4.5,"[['ang'], ['ang'], ['fru', 'oth']]",117.36,122.2
Ses05F_script03_2_F018,,ang,1.5,3.5,4,"[['ang'], ['ang'], ['oth']]",121.25,124.39
Ses05F_script03_2_M020,,xxx,2,3.5,4,"[['fru'], ['ang'], ['fru', 'ang']]",123.55,125.99
Ses05F_script03_2_F019,,ang,3,3,3.5,"[['ang'], ['ang'], ['neu']]",125.21,127.4
Ses05F_script03_2_M021,,xxx,2,3.5,4.5,"[['fru'], ['ang'], ['fru', 'ang']]",126.87,129.95
Ses05F_script03_2_F020,,ang,3,3,3,"[['ang'], ['ang'], ['fru']]",129.28,130.49
Ses05F_script03_2_M022,,ang,1.5,3,5,"[['ang'], ['ang'], ['ang']]",129.97,131.05
Ses05F_script03_2_F021,,ang,1,4,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",130.59,134.53
Ses05F_script03_2_M023,,fru,2.5,3,3,"[['fru'], ['fru'], ['ang']]",134,135.41
Ses05F_script03_2_M024,,ang,1.5,3.5,4,"[['ang'], ['ang'], ['oth']]",138.13,141.25
Ses05F_script03_2_F022,,neu,4,3.5,3.5,"[['ang'], ['neu'], ['neu']]",140.46,142.36
Ses05F_script03_2_M025,,ang,2,3.5,4,"[['ang'], ['ang'], ['oth']]",141.87,144.84
Ses05F_script03_2_F023,,ang,2.5,2.5,3,"[['ang'], ['ang'], ['oth']]",143.88,145.36
Ses05F_script03_2_M026,,ang,2,4.5,4.5,"[['ang'], ['ang'], ['oth']]",145.11,150.41
Ses05F_script03_2_F024,,ang,2,3,4.5,"[['ang'], ['ang'], ['oth']]",149.63,154.83
Ses05F_script03_2_M027,,xxx,2,3.5,3.5,"[['fru'], ['ang'], ['oth']]",154.03,156.73
Ses05F_script03_2_M028,,xxx,2,4.5,4.5,"[['fru'], ['ang'], ['oth']]",158.24,166.48
Ses05F_script03_2_F025,,xxx,2,4,4.5,"[['fru'], ['ang'], ['oth']]",165.66,170.51
Ses05F_script03_2_M029,,xxx,1.5,4,4.5,"[['fru'], ['ang'], ['oth']]",169.6,174.06
Ses05F_script03_2_F026,,fru,2,3.5,4.5,"[['ang'], ['fru'], ['fru', 'oth']]",172.43,176.48
Ses05F_script03_2_M030,,fru,2,5,4.5,"[['fru'], ['ang'], ['fru', 'oth']]",175.16,180.88
Ses05F_script03_2_F027,,ang,2.5,2,3,"[['ang'], ['ang'], ['oth']]",180.52,183.57
Ses05F_script03_2_M031,,xxx,1.5,3.5,4.5,"[['fru'], ['ang'], ['oth']]",182.59,185.74
Ses05F_script03_2_F028,,fru,1.5,4,3.5,"[['ang'], ['fru'], ['fru', 'oth']]",186.38,187.85
Ses05F_script03_2_M032,,fru,2,3,4.5,"[['fru'], ['ang'], ['fru', 'oth']]",187.37,189.44
Ses05F_script03_2_F029,,ang,1.5,3.5,4,"[['ang'], ['ang'], ['oth']]",189.12,190.54
Ses05F_script03_2_M033,,xxx,2.5,3,3.5,"[['fru'], ['ang'], ['oth']]",190.21,193.16
Ses05F_script03_2_F030,,ang,2.5,3.5,3.5,"[['ang'], ['ang'], ['oth']]",192.4,195.74
Ses05F_script03_2_M034,,xxx,3,3,3.5,"[['fru'], ['ang'], ['oth']]",195.06,197.74
Ses05F_script03_2_F031,,ang,4,2.5,3.5,"[['ang'], ['ang'], ['oth']]",196.8,198.86
Ses05F_script03_2_M035,,xxx,2,3.5,4,"[['fru'], ['ang'], ['oth']]",198.05,201.09
Ses05F_script03_2_F032,,ang,2,2.5,4,"[['ang'], ['ang'], ['fru', 'ang']]",201.55,203.72
Ses05F_script03_2_M036,,xxx,2,2.5,3.5,"[['fru'], ['ang'], ['oth']]",202.61,204.42
Ses05F_script03_2_F033,,ang,1.5,3.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",204.79,210.14
Ses05F_script03_2_M037,,ang,1.5,4,4.5,"[['ang'], ['ang'], ['ang']]",209.61,212.69
Ses05F_script03_2_F034,,ang,2,3.5,4,"[['ang'], ['ang'], ['fru', 'ang']]",212.22,215.05
Ses05F_script03_2_M038,,ang,1.5,4,4.5,"[['ang'], ['ang'], ['ang']]",214.34,215.96
Ses05F_script03_2_F035,,ang,2,2.5,4,"[['ang'], ['ang'], ['ang']]",215.08,219.12
Ses05F_script03_2_M039,,ang,2,3.5,4,"[['ang'], ['ang'], ['ang']]",218.14,219.82
Ses05F_script03_2_F036,,ang,1.5,4,4,"[['ang'], ['ang'], ['fru', 'ang']]",219.39,221.67
Ses05F_script03_2_M040,,ang,1.5,4.5,4,"[['ang'], ['ang'], ['ang']]",220.99,223.72
Ses05F_script03_2_F037,,ang,2,3.5,4,"[['ang'], ['ang'], ['fru', 'ang']]",221.71,222.94
Ses05F_script03_2_F038,,ang,1,4.5,5,"[['ang'], ['ang'], ['fru', 'ang']]",223.01,229.86
Ses05F_script03_2_M041,,ang,2.5,4,4,"[['ang'], ['ang'], ['ang']]",229.16,231.87
Ses05F_script03_2_F039,,ang,1,4,5,"[['ang'], ['ang'], ['fru', 'ang']]",231.36,237.42
Ses05F_script03_2_M042,,ang,2,4,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",236.11,240.27
Ses05F_script03_2_F040,,ang,1,4.5,5,"[['ang'], ['ang'], ['fru', 'ang']]",239.84,247.11
Ses05F_script03_2_M043,,ang,1,4.5,5,"[['ang'], ['ang'], ['fru', 'ang']]",246.55,256.43
Ses05F_script03_2_F041,,ang,1.5,4,5,"[['ang'], ['ang'], ['fru', 'ang']]",248.55,252.28
Ses05F_impro02_F000,,xxx,2,2,2,"[['fea'], ['neu'], ['sad']]",5.17,7.6605
Ses05F_impro02_M000,,neu,3,2.5,1.5,"[['oth'], ['neu'], ['neu']]",7.6018,10.43
Ses05F_impro02_F001,,sad,2,1.5,1.5,"[['sad', 'fea'], ['neu'], ['sad']]",12.3,14.48
Ses05F_impro02_M001,,xxx,2.5,2.5,1.5,"[['fru'], ['neu'], ['oth']]",15.54,18.22
Ses05F_impro02_F002,,sad,2,2.5,1.5,"[['fru'], ['sad'], ['sad']]",19,24.66
Ses05F_impro02_M002,,xxx,2.5,3,1.5,"[['fru'], ['sur'], ['oth']]",23.28,24.81
Ses05F_impro02_F003,,xxx,1.5,2.5,2,"[['ang'], ['neu'], ['sad']]",24.7,28.46
Ses05F_impro02_F004,,sad,1.5,2,1.5,"[['sad'], ['sad'], ['fea']]",28.8,31.1014
Ses05F_impro02_M003,,xxx,2.5,3,1.5,"[['fea'], ['sur'], ['neu']]",31.56,33.26
Ses05F_impro02_F005,,sad,1.5,2,2,"[['dis'], ['sad'], ['sad']]",33.64,37.13
Ses05F_impro02_M004,,ang,1.5,2.5,1,"[['ang'], ['sur'], ['ang']]",38.49,40.68
Ses05F_impro02_F006,,fea,1.5,1.5,2.5,"[['fea'], ['sad'], ['fea']]",40.92,42.29
Ses05F_impro02_M005,,ang,1.5,2.5,2,"[['ang'], ['sur'], ['ang']]",41.89,44.97
Ses05F_impro02_F007,,xxx,1.5,2.5,1.5,"[['sad'], ['neu'], ['fru']]",44.49,47.65
Ses05F_impro02_M006,,fru,1.5,3,1,"[['fru'], ['sur'], ['fru']]",50.1,52.32
Ses05F_impro02_F008,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['fru']]",51.74,54.42
Ses05F_impro02_M007,,xxx,1.5,3.5,2,"[['sad'], ['sur'], ['fru', 'fea']]",54.18,59.57
Ses05F_impro02_M008,,fru,1.5,3,1.5,"[['fru'], ['sad'], ['fru']]",60.35,61.9
Ses05F_impro02_F009,,sad,1,3,1.5,"[['sad'], ['sad'], ['fru', 'sad']]",61.57,65.73
Ses05F_impro02_M009,,xxx,1.5,3,1.5,"[['ang'], ['sur'], ['fru']]",65.14,69.66
Ses05F_impro02_F010,,sad,2,2.5,2,"[['sad', 'ang'], ['sad'], ['fru']]",68.83,79.79
Ses05F_impro02_M010,,ang,2,3.5,2.5,"[['fea'], ['ang'], ['fru', 'ang']]",80.46,83.44
Ses05F_impro02_F011,,sad,2,2.5,1.5,"[['sad'], ['sad'], ['fea']]",83.05,85.3
Ses05F_impro02_M011,,xxx,1.5,3.5,2,"[['sad'], ['sur'], ['fea']]",85.67,90.17
Ses05F_impro02_F012,,sad,1.5,2.5,2,"[['sad'], ['sad'], ['fru', 'fea']]",88.33,93.3
Ses05F_impro02_M012,,xxx,1.5,3,2,"[['sad'], ['sur'], ['fru']]",94.97,97.46
Ses05F_impro02_M013,,xxx,1.5,3.5,3,"[['fru'], ['sad'], ['exc', 'fea']]",99.33,103.4
Ses05F_impro02_F013,,fru,2,2.5,1.5,"[['fru'], ['sad'], ['fru']]",97.74,103.85
Ses05F_impro02_M014,,ang,1.5,3.5,2.5,"[['ang'], ['ang'], ['fru']]",103.9163,108.13
Ses05F_impro02_F014,,fru,1.5,3,2.5,"[['fru'], ['sad'], ['fru']]",106.68,109.98
Ses05F_impro02_M015,,ang,1.5,4,3.5,"[['ang'], ['ang'], ['ang']]",109.4,116.86
Ses05F_impro02_F015,,xxx,1.5,3.5,1.5,"[['oth'], ['sad'], ['fru']]",117.36,121.02
Ses05F_impro02_M016,,fru,1.5,2.5,2,"[['fru'], ['exc'], ['fru']]",120.58,125.54
Ses05F_impro02_F016,,xxx,1.5,3,1.5,"[['fru'], ['neu'], ['sur']]",125.21,130.26
Ses05F_impro02_M017,,xxx,1.5,4,3,"[['oth'], ['ang'], ['fru']]",127.37,131.84
Ses05F_impro02_M018,,xxx,1.5,3.5,2.5,"[['oth'], ['sur', 'ang'], ['fea']]",131.93,136.21
Ses05F_impro02_F017,,fru,1.5,2.5,2,"[['fru'], ['neu'], ['fru']]",133.58,138.14
Ses05F_impro02_M019,,sur,1.5,4,2.5,"[['oth'], ['sur'], ['sur']]",137.69,141.91
Ses05F_impro02_F018,,fru,2,3.5,2.5,"[['sur', 'hap'], ['fru'], ['fru']]",140.62,144.2
Ses05F_impro02_M020,,xxx,1.5,3,2,"[['fea'], ['ang'], ['fru']]",142.8,146.95
Ses05F_impro02_F019,,xxx,2.5,2,2.5,"[['sur', 'hap'], ['neu'], ['oth']]",145.0128,148.8
Ses05F_impro02_M021,,xxx,1.5,2.5,2,"[['fea'], ['ang'], ['fru']]",147.83,150.66
Ses05F_impro02_M022,,xxx,1.5,3.5,1,"[['fea'], ['sad'], ['fru']]",151.67,156.68
Ses05F_impro02_F020,,fru,2,1.5,1,"[['fru'], ['sad'], ['fru']]",156.43,158.23
Ses05F_impro02_M023,,xxx,1.5,3.5,2,"[['ang'], ['sad'], ['fru']]",159.17,166.01
Ses05F_impro02_F021,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['fru']]",164.25,167.39
Ses05F_impro02_M024,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['fru']]",166.05,169.52
Ses05F_impro02_F022,,xxx,1.5,3.5,2.5,"[['sad'], ['fru'], ['fru', 'sad']]",169.17,182.02
Ses05F_impro02_M025,,sad,1,3.5,1,"[['sad'], ['sad'], ['fru']]",181.75,183.73
Ses05F_impro02_F023,,sad,1,3.5,2,"[['sad'], ['sad'], ['fru']]",183.02,188.9
Ses05F_impro02_M026,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['fru']]",189.28,200.16
Ses05F_impro02_F024,,sad,1.5,1.5,1.5,"[['fru'], ['sad'], ['sad']]",199.56,202.78
Ses05F_impro02_M027,,xxx,1.5,3.5,3,"[['fru'], ['ang'], ['fru', 'ang']]",203.43,207
Ses05F_impro02_F025,,fru,1.5,3.5,3,"[['fru'], ['fru'], ['fru']]",205.98,213.17
Ses05F_impro02_M028,,xxx,1.5,4,1.5,"[['fea'], ['sad'], ['fru', 'ang']]",212.6,224.55
Ses05F_impro02_F026,,fru,2,3,3.5,"[['fru'], ['fru'], ['fru', 'sad']]",223.63,233.5
Ses05F_impro02_M029,,sad,1.5,3,1,"[['sad'], ['sad'], ['sad', 'fea']]",233.41,240.23
Ses05F_impro02_F027,,sad,1.5,3,2,"[['sad'], ['sad'], ['fru']]",238.65,240.41
Ses05F_impro02_M030,,xxx,1.5,3.5,1.5,"[['sad'], ['ang'], ['fea']]",240.53,247.47
Ses05F_impro02_F028,,sad,1.5,3.5,2,"[['sad'], ['sad'], ['fea']]",246.35,248.2
Ses05F_impro02_M031,,sad,1.5,1.5,1,"[['sad'], ['sad'], ['fea']]",249.9654,252.0563
Ses05F_impro02_F029,,sad,2,2.5,2.5,"[['sad'], ['sad'], ['fru']]",252.21,262.69
Ses05F_impro02_M032,,sad,1.5,3.5,1,"[['sad'], ['sad'], ['fru']]",262.98,264.82
Ses05F_impro02_F030,,xxx,2,2.5,2,"[['sad'], ['neu'], ['fru']]",265.5084,269.0981
Ses05F_impro02_M033,,sad,1.5,3,1,"[['sad'], ['sad'], ['sad']]",269.52,278.85
Ses05F_impro02_M034,,sad,2,2.5,1.5,"[['sad'], ['sad'], ['sad']]",280.43,286.69
Ses05F_impro02_F031,,sad,1,4,1.5,"[['sad'], ['sad'], ['sad']]",285.79,289.17
Ses05F_impro02_M035,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['sad']]",289.05,291.18
Ses05F_impro02_F032,,sad,1,3,2,"[['sad'], ['sad'], ['fru', 'sad']]",291.05,294.92
Ses05F_impro02_M036,,sad,1.5,3,2,"[['sad'], ['sad'], ['sad']]",293.41,299.99
Ses05F_impro02_F033,,xxx,1.5,2.5,2.5,"[['sad'], ['neu'], ['fru']]",298.02,301.28
Ses05F_impro02_M037,,xxx,2,3,2.5,"[['fea'], ['sad'], ['oth']]",301.19,307.92
Ses05F_impro02_F034,,sad,2.5,2,2,"[['sad'], ['sad'], ['neu']]",307.54,310.21
Ses05F_impro02_M038,,xxx,1.5,3,1.5,"[['fea'], ['sad'], ['oth']]",309.81,312.18
Ses05F_impro02_F035,,sad,2,2,1.5,"[['sad'], ['sad'], ['sad']]",311.9,316.1
Ses05F_impro02_M039,,sur,1.5,4,1,"[['fea'], ['sur'], ['sur']]",315.41,319.41
Ses05F_impro02_F036,,sad,2,1,1,"[['sad'], ['sad'], ['sad']]",318.97,320.71
Ses05F_impro02_M040,,xxx,1.5,2,2.5,"[['fea'], ['sad'], ['oth']]",320.35,328.82
Ses05F_impro02_F037,,sad,2,1,1,"[['sad'], ['sad'], ['sad']]",328.2,329.4
Ses05F_impro02_M041,,sad,2,2.5,2,"[['fea'], ['sad'], ['sad']]",332.823,335.1399
Ses05F_impro02_F038,,sad,1.5,3.5,1.5,"[['sad'], ['sad'], ['sad']]",335.2658,343.4
Ses05M_script01_3_F000,,neu,3.5,2,2.5,"[['fru'], ['neu'], ['neu']]",3.34,6.29
Ses05M_script01_3_M000,,xxx,4,3.5,2.5,"[['exc'], ['hap'], ['exc', 'hap']]",6.2181,10.45
Ses05M_script01_3_F001,,hap,4,2.5,2.5,"[['hap'], ['hap'], ['neu']]",10.17,17.46
Ses05M_script01_3_M001,,exc,3.5,3.5,3,"[['exc'], ['hap'], ['exc']]",17.26,20.25
Ses05M_script01_3_F002,,xxx,3.5,2,3,"[['fru', 'hap'], ['sad'], ['neu']]",19.96,24.48
Ses05M_script01_3_M002,,sur,2,2,2,"[['exc'], ['sur'], ['sur']]",25.22,26.93
Ses05M_script01_3_F003,,neu,3,2,3,"[['sad'], ['neu'], ['neu']]",26.76,30.49
Ses05M_script01_3_M003,,neu,3,3.5,2.5,"[['exc'], ['neu'], ['neu']]",30.12,31.49
Ses05M_script01_3_F004,,xxx,3,2,2,"[['ang'], ['sad'], ['neu']]",30.54,36.69
Ses05M_script01_3_M004,,xxx,2.5,3,3,"[['exc'], ['sad'], ['neu']]",37.46,38.67
Ses05M_script01_3_F005,,xxx,2.5,3,2.5,"[['fru'], ['sad'], ['neu']]",39.8,43.17
Ses05M_script01_3_M005,,xxx,3.5,3.5,2.5,"[['exc'], ['hap'], ['neu']]",43.97,53.46
Ses05M_script01_3_F006,,neu,3.5,2,3,"[['fru'], ['neu'], ['neu']]",53.58,57.13
Ses05M_script01_3_M006,,xxx,3,2,3,"[['exc'], ['sur'], ['neu']]",57.78,59.74
Ses05M_script01_3_F007,,neu,3,3,3,"[['fru'], ['neu'], ['neu']]",59.56,64.71
Ses05M_script01_3_M007,,xxx,3.5,3.5,2,"[['exc'], ['hap'], ['oth']]",66.98,78.59
Ses05M_script01_3_F008,,xxx,4,2,2.5,"[['exc'], ['hap'], ['neu']]",79.74,82.18
Ses05M_script01_3_M008,,xxx,4.5,4,3.5,"[['exc'], ['hap'], ['exc', 'hap']]",82.53,97.95
Ses05M_script01_3_M009,,xxx,3.5,4.5,3,"[['exc'], ['hap'], ['exc', 'hap']]",98.14,112.85
Ses05M_script01_3_M010,,exc,3.5,3.5,3,"[['exc'], ['fea'], ['exc', 'oth']]",113.03,124.19
Ses05M_script01_3_F009,,hap,4,2.5,3,"[['exc'], ['hap'], ['hap']]",123.07,126.14
Ses05M_script01_3_M011,,xxx,2,3,2,"[['exc'], ['fea'], ['neu']]",127.01,131.61
Ses05M_script01_3_F010,,sad,3,2,2.5,"[['sad'], ['sad'], ['neu']]",131.86,134.53
Ses05M_script01_3_M012,,sur,3,3,2.5,"[['exc'], ['sur'], ['sur']]",135.08,137.07
Ses05M_script01_3_F011,,xxx,4,3,3,"[['exc'], ['hap'], ['sad']]",137.31,139.56
Ses05M_script01_3_M013,,hap,4.5,3.5,3,"[['exc'], ['hap'], ['hap']]",139.48,142.58
Ses05M_script01_3_F012,,hap,4.5,3,2.5,"[['hap'], ['hap'], ['neu']]",141.93,143.46
Ses05M_script01_3_M014,,xxx,4,3.5,3.5,"[['exc'], ['hap'], ['exc', 'hap']]",143.77,147.16
Ses05M_script01_3_F013,,exc,4,3.5,3,"[['exc'], ['hap'], ['exc']]",146.76,154.16
Ses05M_script01_3_M015,,xxx,4.5,3.5,3.5,"[['exc'], ['hap'], ['exc', 'hap']]",153.39,157.55
Ses05M_script01_3_M016,,exc,4.5,4.5,4.5,"[['exc'], ['exc'], ['exc', 'hap']]",158.45,164.77
Ses05M_script01_3_F014,,xxx,5,4,3.5,"[['exc'], ['hap'], ['exc', 'hap']]",163.46,171.09
Ses05M_script01_3_M017,,exc,5,4.5,4,"[['exc'], ['exc'], ['exc', 'hap']]",170.13,175
Ses05M_script01_3_F015,,exc,3,3,3.5,"[['exc'], ['neu'], ['exc']]",174.58,177.18
Ses05M_script01_3_M018,,sur,2,3.5,3,"[['fru'], ['sur'], ['sur']]",177.18,179.11
Ses05M_script01_3_F016,,sad,2.5,3,3.5,"[['sad'], ['neu'], ['sad']]",178.8,186.3304
Ses05M_script01_3_M019,,sad,2.5,3,2.5,"[['fru'], ['sad'], ['sad']]",187.57,192.05
Ses05M_script01_3_F017,,xxx,2.5,3.5,3.5,"[['fru'], ['neu'], ['oth']]",190.88,193.24
Ses05M_script01_3_M020,,sad,3,3.5,2.5,"[['fru'], ['sad'], ['sad']]",192.9,195.77
Ses05M_script01_3_F018,,xxx,2,2,3.5,"[['sad'], ['neu'], ['oth']]",196.98,198.97
Ses05M_script01_3_F019,,sad,2,3,2,"[['sad'], ['sad'], ['oth']]",200.52,204.7
Ses05M_script01_3_M021,,sad,2.5,2.5,2.5,"[['fru'], ['sad'], ['sad']]",205.17,210.69
Ses05M_script01_3_F020,,sad,2.5,2,2.5,"[['sad'], ['sad'], ['oth']]",211.16,213.37
Ses05M_script01_3_M022,,neu,2,3,2.5,"[['fru'], ['neu'], ['neu']]",214.2,216.64
Ses05M_script01_3_F021,,sad,1.5,2.5,3,"[['sad'], ['sad'], ['oth']]",216.96,219.0581
Ses05M_script01_3_M023,,sad,2.5,2.5,2.5,"[['fru'], ['sad'], ['sad']]",220.32,224.29
Ses05M_script01_3_M024,,xxx,3,3,3,"[['fru'], ['neu'], ['sad']]",225.46,229.87
Ses05M_script01_3_F022,,neu,2.5,2,2,"[['neu'], ['neu'], ['neu']]",229.27,230.95
Ses05M_script01_3_M025,,sad,2,3,3.5,"[['fru'], ['sad'], ['sad']]",231.5268,233.1245
Ses05M_script01_3_F023,,sad,2.5,2,2.5,"[['sad'], ['sad'], ['neu']]",234.02,235.64
Ses05M_script01_3_M026,,sad,2,2,3,"[['fru'], ['sad'], ['sad']]",236.31,238.42
Ses05M_script01_3_M027,,sad,2.5,3.5,3.5,"[['fru'], ['sad'], ['sad']]",241.89,249.83
Ses05M_script01_3_M028,,xxx,2,3.5,4,"[['fru'], ['hap'], ['exc', 'sad']]",250.53,263.24
Ses05M_script01_3_M029,,sad,2,3.5,3.5,"[['fru'], ['sad'], ['exc', 'sad']]",263.41,278.57
Ses05M_script01_3_M030,,sad,2,4,4,"[['fru'], ['sad'], ['sad']]",278.66,291.36
Ses05M_script01_3_M031,,xxx,2.5,4,4.5,"[['fru'], ['exc'], ['sad']]",291.64,308.23
Ses05M_script01_3_M032,,xxx,4,4.5,4.5,"[['fru'], ['hap'], ['exc', 'sad']]",308.76,320.87
Ses05M_script01_3_M033,,sad,2.5,3.5,4,"[['fru'], ['sad'], ['sad']]",320.94,336.45
Ses05M_script01_3_M034,,xxx,2,3.5,4,"[['fru'], ['dis'], ['sad']]",336.52,345.27
Ses05M_script01_3_M035,,xxx,2.5,3.5,3.5,"[['fru'], ['dis'], ['sad']]",346.34,350.34
Ses05M_script01_3_M036,,sad,1.5,3.5,4,"[['fru'], ['sad'], ['sad']]",360.87,371.39
Ses05M_script01_3_M037,,fru,2,4,4,"[['fru'], ['fru'], ['fru', 'sad']]",371.43,383.6158
Ses05M_script01_3_M038,,fru,2.5,4.5,5,"[['fru'], ['ang'], ['fru', 'sad']]",383.6258,399.31
Ses05M_script01_3_M039,,sad,2,3.5,3,"[['sad'], ['sad'], ['sad']]",403,405.28
Ses05M_script01_3_F024,,sad,3,2,2,"[['sad'], ['sad'], ['sad', 'oth']]",406.5,409.18
Ses05M_script01_3_M040,,sad,3.5,3,3.5,"[['sad'], ['sad'], ['neu']]",410.99,413.43
Ses05M_script01_3_F025,,sad,2.5,2.5,3.5,"[['sad'], ['sad'], ['oth']]",413.84,424.4
Ses05M_script01_3_F026,,xxx,3,2,3.5,"[['sad'], ['neu'], ['oth']]",424.58,430.91
Ses05M_script01_3_M041,,exc,4,3.5,4,"[['exc'], ['exc'], ['hap']]",430.47,432.34
Ses05M_script01_3_F027,,hap,4.5,3.5,3,"[['hap'], ['hap'], ['hap']]",434.83,437.72
Ses05M_script01_3_M042,,hap,4,4.5,4.5,"[['exc'], ['hap'], ['hap']]",432.4,435.15
Ses05F_script02_2_M000,,exc,4,3,3,"[['exc'], ['exc'], ['exc']]",6.21,10.02
Ses05F_script02_2_F000,,xxx,3,2,2.5,"[['sad'], ['neu'], ['oth']]",9.58,11.9629
Ses05F_script02_2_M001,,fru,3.5,3.5,3,"[['fru'], ['fru'], ['exc']]",11.2611,14.01
Ses05F_script02_2_F001,,xxx,2.5,3.5,3.5,"[['sad'], ['ang'], ['oth']]",13.4666,15.62
Ses05F_script02_2_M002,,neu,3,3.5,3,"[['fru'], ['neu'], ['neu']]",15.04,21.052
Ses05F_script02_2_F002,,xxx,3,3.5,3.5,"[['fru'], ['ang'], ['oth']]",19.87,25.71
Ses05F_script02_2_M003,,neu,2.5,4,3,"[['fru'], ['neu'], ['neu']]",25.27,27.5
Ses05F_script02_2_F003,,xxx,2.5,3.5,4,"[['fru'], ['ang'], ['oth']]",26.97,38.37
Ses05F_script02_2_M004,,xxx,3,3,2,"[['fru'], ['sur'], ['oth']]",38.02,41.0346
Ses05F_script02_2_F004,,fru,2,3.5,3.5,"[['fru'], ['fru'], ['fru']]",40.3329,43.875
Ses05F_script02_2_M005,,neu,3,3,3.5,"[['fru'], ['neu'], ['neu']]",43.1064,49.6559
Ses05F_script02_2_F005,,ang,1.5,4.5,3.5,"[['fru'], ['ang'], ['ang']]",48.5866,54.2339
Ses05F_script02_2_M006,,fru,2.5,3.5,3,"[['fru'], ['fru'], ['oth']]",53.56,55.4702
Ses05F_script02_2_F006,,fru,2.5,3.5,3,"[['fru'], ['sad'], ['fru']]",56.4727,60.4492
Ses05F_script02_2_M007,,fru,3,4,4,"[['fru'], ['fru'], ['neu']]",59.9814,70.8081
Ses05F_script02_2_F007,,fru,2.5,3.5,3,"[['fru'], ['fru'], ['fru']]",75.3192,79.22
Ses05F_script02_2_M008,,fru,2,2.5,2.5,"[['fru'], ['fru'], ['neu']]",78.82,80.4319
Ses05F_script02_2_F008,,fru,2.5,3,3,"[['fru'], ['ang'], ['fru']]",80.28,83.9
Ses05F_script02_2_M009,,fru,2,3.5,3,"[['fru'], ['fru'], ['fru']]",83.53,86
Ses05F_script02_2_F009,,fru,2.5,3,3.5,"[['fru'], ['ang'], ['fru']]",85.18,88.29
Ses05F_script02_2_M010,,neu,3,3.5,3,"[['fru'], ['neu'], ['neu']]",87.6497,89.32
Ses05F_script02_2_F010,,fru,1.5,4.5,4.5,"[['fru'], ['ang'], ['fru']]",89.4541,107.1645
Ses05F_script02_2_M011,,fru,2,3.5,4,"[['fru'], ['ang'], ['fru']]",106.2289,108.5011
Ses05F_script02_2_F011,,fru,2,3.5,3.5,"[['fru'], ['sad'], ['fru']]",107.7994,113.8142
Ses05F_script02_2_M012,,fru,2,3.5,3,"[['fru'], ['ang'], ['fru']]",114.7833,118.8934
Ses05F_script02_2_F012,,fru,2,4,4.5,"[['fru'], ['ang'], ['fru']]",117.72,120.6645
Ses05F_script02_2_M013,,fru,3,3.5,3,"[['fru'], ['fru'], ['oth']]",120.1632,127.0803
Ses05F_script02_2_M014,,xxx,2.5,4,3.5,"[['fru'], ['neu'], ['oth']]",127.1806,139.0736
Ses05F_script02_2_M015,,xxx,2.5,4,3.5,"[['fru'], ['neu'], ['oth']]",139.107,145.9937
Ses05F_script02_2_F013,,sad,2.5,2,3.5,"[['sad'], ['sad'], ['neu']]",145.31,157.0543
Ses05F_script02_2_F014,,sad,2.5,2,3.5,"[['sad'], ['hap'], ['sad']]",157.2548,181.381
Ses05F_script02_2_F015,,hap,3,2,3.5,"[['hap'], ['hap'], ['sad']]",181.4813,192.0072
Ses05F_script02_2_M016,,neu,4,3.5,2.5,"[['fru'], ['neu'], ['neu']]",191.83,197.37
Ses05F_script02_2_F016,,sad,4,2.5,3.5,"[['sad'], ['hap'], ['sad']]",197.7213,203.7028
Ses05F_script02_2_M017,,xxx,3.5,4,3.5,"[['fru'], ['neu'], ['exc']]",203.3018,214.6297
